Channel,Product,Harvest Year,Harvest Week,Qty,Value
Markets,Parsley - bu,2026,29,80,$320.00
Orders,Parsley - bu,2026,29,9,$25.20
Markets,Pepper Hot - ea,2026,29,11,$11.00
Markets,Pepper Shishito - Pt,2026,29,9,$54.00
Markets,Radicchio Round - lb,2026,29,16.5,$148.50
Orders,Radicchio Round - lb,2026,29,5,$31.50
Markets,Salad Mix - 1 1/3 lb,2026,29,14,$350.00
Markets,Salad Mix - 1/3 lb,2026,29,68,$476.00
Markets,Salad Mix - 2/3 lb ,2026,29,78,"$1,092.00"
Markets,Scallion - bu,2026,29,99,$396.00
Orders,Scallion - bu,2026,29,4,$11.20
Markets,Tomato Cherry Mix - Pt,2026,29,100,$700.00
Markets,Tomato Cherry Mix - Pt,2026,29,183,"$1,281.00"
Orders,Tomato Cherry Mix - Pt,2026,29,4,$19.60
Markets,Tomato Cherry Sungold - pt,2026,29,100,$700.00
Markets,Tomato Cherry Sungold - pt,2026,29,188,"$1,316.00"
Orders,Tomato Cherry Sungold - pt,2026,29,6,$29.40
Markets,Tomato Heirloom - lb,2026,29,33,$165.00
Markets,Zucchini Green - lb,2026,29,100,$350.00
Markets,Zucchini Green - lb,2026,29,96.75,$338.63
Orders,Zucchini Green - lb,2026,29,207,$507.15
Markets,Zucchini Striped - lb,2026,29,50,$175.00
Markets,Zucchini Striped - lb,2026,29,68,$238.00
Orders,Zucchini Striped - lb,2026,29,3,$7.35
Markets,Zucchini Yellow - lb,2026,29,100,$350.00
Markets,Zucchini Yellow - lb,2026,29,206,$721.00
Orders,Zucchini Yellow - lb,2026,29,10,$24.50
Markets,Basil - bu,2026,30,120,$480.00
Markets,Basil - bu,2026,30,100,$400.00
Orders,Basil - bu,2026,30,10,$28.00
Markets,Beets Golden - bu,2026,30,35,$175.00
Markets,Beets Golden - bu,2026,30,70,$350.00
Markets,Beets Red - bu,2026,30,35,$175.00
Markets,Beets Red - bu,2026,30,50,$250.00
Markets,Broccolini - bu,2026,30,50,$300.00
Markets,Cabbage Chinese - lb,2026,30,45,$180.00
Markets,Cabbage Chinese - lb,2026,30,25,$100.00
Markets,Cabbage Cone - lb,2026,30,52.3,$130.75
Markets,Cabbage Cone - lb,2026,30,50,$125.00
Markets,Cabbage Flat - lb,2026,30,60,$150.00
Markets,Cabbage Flat - lb,2026,30,29,$72.50
Orders,Cabbage Flat - lb,2026,30,4,$7.00
Markets,Cabbage Red - lb,2026,30,45,$112.50
Markets,Cabbage Savoy - lb,2026,30,25,$62.50
Markets,Carrot Bulk - lb,2026,30,114.3,$400.05
Orders,Carrot Bulk - lb,2026,30,3,$7.35
Markets,Cauliflower Sprouting - lb,2026,30,75,$450.00
Markets,Celery - bu,2026,30,47,$235.00
Markets,Celery - bu,2026,30,50,$250.00
Markets,Chard - bu,2026,30,38,$190.00
Orders,Chard - bu,2026,30,18,$63.00
Markets,Cilantro - bu,2026,30,110,$440.00
Markets,Cilantro - bu,2026,30,2,$8.00
Markets,Collards - bu,2026,30,50,$250.00
Orders,Collards - bu,2026,30,16,$56.00
Markets,Cucumber - lb,2026,30,107.4,$375.90
Markets,Cucumber - lb,2026,30,158.7,$555.45
Orders,Cucumber - lb,2026,30,199,$487.55
Markets,Cucumber Katrina - lb,2026,30,75.75,$340.88
Orders,Cucumber Katrina - lb,2026,30,23,$72.45
Markets,Cucumber Persian - lb,2026,30,49.7,$0.00
Markets,Cucumber Pickling - lb,2026,30,128.9,$451.15
Markets,Cucumber Pickling - lb,2026,30,120.3,$421.05
Orders,Cucumber Pickling - lb,2026,30,16,$39.20
Markets,Dandelion - bu,2026,30,40,$200.00
Markets,Dandelion - bu,2026,30,22,$110.00
Orders,Dandelion - bu,2026,30,42,$147.00
Markets,Dill - bu,2026,30,60,$240.00
Markets,Dill - bu,2026,30,3,$12.00
Markets,Eggplant Asian - lb,2026,30,25,$125.00
Markets,Eggplant Asian - lb,2026,30,5,$25.00
Markets,Eggplant Italian Black - lb,2026,30,23,$115.00
Markets,Eggplant Italian Black - lb,2026,30,20,$100.00
Markets,Eggplant Italian Striped - lb,2026,30,72,$360.00
Markets,Eggplant Italian Striped - lb,2026,30,20,$100.00
Markets,Eggplant Mini - Pt,2026,30,70,$420.00
Markets,Eggplant Mini - Qt,2026,30,13.9,$152.90
Markets,Escarole - ea,2026,30,25,$125.00
Markets,Escarole - ea,2026,30,33,$165.00
Orders,Escarole - ea,2026,30,1,$3.50
Markets,Fennel - ea,2026,30,80,$320.00
Markets,Fennel - ea,2026,30,65,$260.00
Markets,Kale Curly - bu,2026,30,37,$185.00
Orders,Kale Curly - bu,2026,30,23,$80.50
Markets,Kale Lacinato - bu,2026,30,91,$455.00
Orders,Kale Lacinato - bu,2026,30,20,$70.00
Markets,Lettuce Mini Gem - ea,2026,30,79,$237.00
Markets,Okra - Pt,2026,30,25,$150.00
Markets,Onion Spring - bu,2026,30,78,$390.00
Markets,Onion Spring - bu,2026,30,130,$650.00
Markets,Parsley - bu,2026,30,80,$320.00
Markets,Parsley - bu,2026,30,87,$348.00
Orders,Parsley - bu,2026,30,6,$16.80
Markets,Pepper Hot - ea,2026,30,20,$20.00
Markets,Pepper Shishito - Pt,2026,30,19,$114.00
Markets,Pepper Shishito - Qt,2026,30,4,$44.00
Markets,Radicchio Round - lb,2026,30,16.2,$145.80
Orders,Radicchio Round - lb,2026,30,11,$69.30
Markets,Salad Mix - 1 1/3 lb,2026,30,3,$75.00
Orders,Salad Mix - 1 1/3 lb,2026,30,4,$70.00
Markets,Salad Mix - 1/3 lb,2026,30,64,$448.00
Markets,Salad Mix - 2/3 lb ,2026,30,71,$994.00
Markets,Scallion - bu,2026,30,99,$396.00
Orders,Scallion - bu,2026,30,15,$42.00
Markets,Tomato Cherry Mix - Pt,2026,30,100,$700.00
Markets,Tomato Cherry Mix - Pt,2026,30,162,"$1,134.00"
Orders,Tomato Cherry Mix - Pt,2026,30,121,$592.90
Markets,Tomato Cherry Sungold - pt,2026,30,100,$700.00
Markets,Tomato Cherry Sungold - pt,2026,30,100,$700.00
Orders,Tomato Cherry Sungold - pt,2026,30,81,$396.90
Markets,Tomato Heirloom - lb,2026,30,120,$600.00
Markets,Zucchini Green - lb,2026,30,100,$350.00
Markets,Zucchini Green - lb,2026,30,92.7,$324.45
Orders,Zucchini Green - lb,2026,30,61,$149.45
Markets,Zucchini Striped - lb,2026,30,50,$175.00
Markets,Zucchini Striped - lb,2026,30,56.75,$198.63
Markets,Zucchini Yellow - lb,2026,30,100,$350.00
Markets,Zucchini Yellow - lb,2026,30,129.5,$453.25
Orders,Zucchini Yellow - lb,2026,30,7,$17.15
Markets,Basil - bu,2026,31,120,$480.00
Markets,Basil - bu,2026,31,100,$400.00
Orders,Basil - bu,2026,31,6,$16.80
Markets,Beets Golden - bu,2026,31,35,$175.00
Markets,Beets Golden - bu,2026,31,70,$350.00
Markets,Beets Red - bu,2026,31,35,$175.00
Markets,Beets Red - bu,2026,31,50,$250.00
Markets,Cabbage Chinese - lb,2026,31,45,$180.00
Markets,Cabbage Chinese - lb,2026,31,25,$100.00
Markets,Cabbage Cone - lb,2026,31,65.9,$164.75
Markets,Cabbage Cone - lb,2026,31,50,$125.00
Markets,Cabbage Flat - lb,2026,31,60,$150.00
Markets,Cabbage Flat - lb,2026,31,29,$72.50
Markets,Cabbage Red - lb,2026,31,45,$112.50
Markets,Cabbage Savoy - lb,2026,31,25,$62.50
Orders,Cabbage Savoy - lb,2026,31,2,$3.50
Markets,Carrot Bulk - lb,2026,31,89,$311.50
Orders,Carrot Bulk - lb,2026,31,3,$7.35
Markets,Cauliflower Sprouting - lb,2026,31,50,$300.00
Markets,Celery - bu,2026,31,46,$230.00
Markets,Celery - bu,2026,31,50,$250.00
Markets,Chard - bu,2026,31,38,$190.00
Orders,Chard - bu,2026,31,28,$98.00
Markets,Cilantro - bu,2026,31,110,$440.00
Markets,Collards - bu,2026,31,50,$250.00
Orders,Collards - bu,2026,31,15,$52.50
Markets,Cucumber - lb,2026,31,89.35,$312.73
Markets,Cucumber - lb,2026,31,92.6,$324.10
Orders,Cucumber - lb,2026,31,94,$230.30
Markets,Cucumber Katrina - lb,2026,31,139.95,$629.78
Orders,Cucumber Katrina - lb,2026,31,25,$78.75
Markets,Cucumber Persian - lb,2026,31,43.5,$0.00
Markets,Cucumber Pickling - lb,2026,31,132.7,$464.45
Markets,Cucumber Pickling - lb,2026,31,226.4,$792.40
Orders,Cucumber Pickling - lb,2026,31,12,$29.40
Markets,Dandelion - bu,2026,31,40,$200.00
Markets,Dandelion - bu,2026,31,24,$120.00
Orders,Dandelion - bu,2026,31,34,$119.00
Markets,Dill - bu,2026,31,60,$240.00
Markets,Eggplant Asian - lb,2026,31,25,$125.00
Markets,Eggplant Asian - lb,2026,31,2.8,$14.00
Markets,Eggplant Italian Black - lb,2026,31,1.6,$8.00
Markets,Eggplant Italian Black - lb,2026,31,1.25,$6.25
Markets,Eggplant Italian Striped - lb,2026,31,188.7,$943.50
Markets,Eggplant Italian Striped - lb,2026,31,8.4,$42.00
Markets,Eggplant Mini - Pt,2026,31,89,$534.00
Markets,Eggplant Mini - Qt,2026,31,9.3,$102.30
Markets,Fennel - ea,2026,31,50,$200.00
Markets,Garlic - lb,2026,31,33.45,$535.20
Markets,Kale Curly - bu,2026,31,41,$205.00
Orders,Kale Curly - bu,2026,31,2,$7.00
Markets,Kale Lacinato - bu,2026,31,91,$455.00
Orders,Kale Lacinato - bu,2026,31,5,$17.50
Markets,Lettuce Mini Gem - ea,2026,31,27,$81.00
Orders,Lettuce Mini Gem - ea,2026,31,9,$18.90
Markets,Okra - Pt,2026,31,25,$150.00
Markets,Onion Spring - bu,2026,31,23.4,$117.00
Markets,Onion Spring - bu,2026,31,145,$725.00
Markets,Parsley - bu,2026,31,80,$320.00
Markets,Parsley - bu,2026,31,90,$360.00
Orders,Parsley - bu,2026,31,15,$42.00
Markets,Pepper Hot - ea,2026,31,4,$4.00
Markets,Pepper Shishito - Pt,2026,31,35,$210.00
Markets,Pepper Shishito - Qt,2026,31,60,$660.00
Markets,Radicchio Round - lb,2026,31,12.2,$109.80
Orders,Radicchio Round - lb,2026,31,2,$12.60
Orders,Salad Mix - 1 1/3 lb,2026,31,1,$17.50
Markets,Salad Mix - 1/3 lb,2026,31,26,$182.00
Markets,Salad Mix - 2/3 lb ,2026,31,43,$602.00
Markets,Scallion - bu,2026,31,96,$384.00
Orders,Scallion - bu,2026,31,12,$33.60
Markets,Tomato Cherry Mix - Pt,2026,31,100,$700.00
Markets,Tomato Cherry Mix - Pt,2026,31,148,"$1,036.00"
Orders,Tomato Cherry Mix - Pt,2026,31,68,$333.20
Markets,Tomato Cherry Sungold - pt,2026,31,100,$700.00
Markets,Tomato Cherry Sungold - pt,2026,31,91,$637.00
Orders,Tomato Cherry Sungold - pt,2026,31,54,$264.60
Markets,Tomato Heirloom - lb,2026,31,25,$125.00
Markets,Tomato Heirloom - lb,2026,31,182.39,$911.95
Markets,Zucchini Green - lb,2026,31,100,$350.00
Markets,Zucchini Green - lb,2026,31,129.3,$452.55
Orders,Zucchini Green - lb,2026,31,3,$7.35
Markets,Zucchini Striped - lb,2026,31,50,$175.00
Markets,Zucchini Striped - lb,2026,31,64.7,$226.45
Orders,Zucchini Striped - lb,2026,31,5,$12.25
Markets,Zucchini Yellow - lb,2026,31,100,$350.00
Markets,Zucchini Yellow - lb,2026,31,120,$420.00
Orders,Zucchini Yellow - lb,2026,31,5,$12.25
Markets,Basil - bu,2026,32,120,$480.00
Markets,Basil - bu,2026,32,100,$400.00
Orders,Basil - bu,2026,32,5,$14.00
Markets,Beets Golden - bu,2026,32,35,$175.00
Markets,Beets Golden - bu,2026,32,70,$350.00
Markets,Beets Red - bu,2026,32,35,$175.00
Markets,Beets Red - bu,2026,32,50,$250.00
Markets,Cabbage Cone - lb,2026,32,85.3,$213.25
Markets,Cabbage Cone - lb,2026,32,50,$125.00
Markets,Cabbage Flat - lb,2026,32,60,$150.00
Markets,Cabbage Flat - lb,2026,32,29,$72.50
Orders,Cabbage Flat - lb,2026,32,1,$1.75
Markets,Cabbage Red - lb,2026,32,45,$112.50
Orders,Cabbage Red - lb,2026,32,2,$3.50
Markets,Cabbage Savoy - lb,2026,32,25,$62.50
Markets,Carrot Bulk - lb,2026,32,76.7,$268.45
Orders,Carrot Bulk - lb,2026,32,2,$4.90
Markets,Celery - bu,2026,32,39,$195.00
Markets,Celery - bu,2026,32,50,$250.00
Markets,Chard - bu,2026,32,42,$210.00
Orders,Chard - bu,2026,32,18,$63.00
Markets,Cilantro - bu,2026,32,110,$440.00
Markets,Collards - bu,2026,32,50,$250.00
Orders,Collards - bu,2026,32,31,$108.50
Markets,Cucumber - lb,2026,32,21.25,$74.38
Markets,Cucumber - lb,2026,32,95.7,$334.95
Orders,Cucumber - lb,2026,32,150,$367.50
Markets,Cucumber Katrina - lb,2026,32,64.65,$290.93
Orders,Cucumber Katrina - lb,2026,32,20,$63.00
Markets,Cucumber Persian - lb,2026,32,55.45,$0.00
Markets,Cucumber Pickling - lb,2026,32,182.7,$639.45
Markets,Cucumber Pickling - lb,2026,32,87.45,$306.08
Orders,Cucumber Pickling - lb,2026,32,3,$7.35
Markets,Dandelion - bu,2026,32,40,$200.00
Markets,Dandelion - bu,2026,32,30,$150.00
Orders,Dandelion - bu,2026,32,19,$66.50
Markets,Dill - bu,2026,32,60,$240.00
Markets,Eggplant Asian - lb,2026,32,25,$125.00
Markets,Eggplant Asian - lb,2026,32,11.85,$59.25
Markets,Eggplant Italian Black - lb,2026,32,24,$120.00
Markets,Eggplant Italian Black - lb,2026,32,20.5,$102.50
Markets,Eggplant Italian Striped - lb,2026,32,190.4,$952.00
Markets,Eggplant Italian Striped - lb,2026,32,33.4,$167.00
Markets,Eggplant Mini - Pt,2026,32,86,$516.00
Markets,Eggplant Mini - Pt,2026,32,43,$258.00
Markets,Eggplant Mini - Qt,2026,32,26,$286.00
Markets,Garlic - lb,2026,32,17.6,$281.60
Markets,Kale Curly - bu,2026,32,53,$265.00
Orders,Kale Curly - bu,2026,32,1,$3.50
Markets,Kale Lacinato - bu,2026,32,95,$475.00
Orders,Kale Lacinato - bu,2026,32,14,$49.00
Markets,Okra - Pt,2026,32,25,$150.00
Markets,Onion Spring - bu,2026,32,130,$650.00
Markets,Parsley - bu,2026,32,80,$320.00
Markets,Parsley - bu,2026,32,23,$92.00
Orders,Parsley - bu,2026,32,15,$42.00
Markets,Pepper Hot - ea,2026,32,35,$35.00
Markets,Pepper Shishito - Pt,2026,32,32,$192.00
Markets,Pepper Shishito - Pt,2026,32,34,$204.00
Markets,Pepper Shishito - Qt,2026,32,46,$506.00
Markets,Pepper Shishito - Qt,2026,32,22,$242.00
Markets,Radicchio Round - lb,2026,32,2,$18.00
Orders,Radicchio Round - lb,2026,32,2,$12.60
Markets,Salad Mix - 1/3 lb,2026,32,22,$154.00
Markets,Salad Mix - 2/3 lb ,2026,32,40,$560.00
Markets,Scallion - bu,2026,32,95,$380.00
Orders,Scallion - bu,2026,32,3,$8.40
Markets,Tomato Cherry Mix - Pt,2026,32,100,$700.00
Markets,Tomato Cherry Mix - Pt,2026,32,142,$994.00
Orders,Tomato Cherry Mix - Pt,2026,32,66,$323.40
Markets,Tomato Cherry Sungold - pt,2026,32,100,$700.00
Markets,Tomato Cherry Sungold - pt,2026,32,116,$812.00
Orders,Tomato Cherry Sungold - pt,2026,32,67,$328.30
Markets,Tomato Heirloom - lb,2026,32,100,$500.00
Markets,Tomato Heirloom - lb,2026,32,168,$840.00
Markets,Zucchini Green - lb,2026,32,100,$350.00
Markets,Zucchini Green - lb,2026,32,165.8,$580.30
Orders,Zucchini Green - lb,2026,32,11,$26.95
Markets,Zucchini Striped - lb,2026,32,50,$175.00
Markets,Zucchini Striped - lb,2026,32,11.05,$38.68
Orders,Zucchini Striped - lb,2026,32,4,$9.80
Markets,Zucchini Yellow - lb,2026,32,100,$350.00
Markets,Zucchini Yellow - lb,2026,32,31.2,$109.20
Markets,Basil - bu,2026,33,120,$480.00
Markets,Basil - bu,2026,33,100,$400.00
Orders,Basil - bu,2026,33,7,$19.60
Markets,Beets Golden - bu,2026,33,35,$175.00
Markets,Beets Golden - bu,2026,33,70,$350.00
Markets,Beets Red - bu,2026,33,35,$175.00
Markets,Beets Red - bu,2026,33,50,$250.00
Markets,Cabbage Cone - lb,2026,33,92.4,$231.00
Markets,Cabbage Cone - lb,2026,33,50,$125.00
Markets,Cabbage Flat - lb,2026,33,60,$150.00
Markets,Cabbage Flat - lb,2026,33,29,$72.50
Orders,Cabbage Flat - lb,2026,33,2,$3.50
Markets,Cabbage Red - lb,2026,33,45,$112.50
Markets,Cabbage Savoy - lb,2026,33,25,$62.50
Markets,Carrot Bulk - lb,2026,33,79.8,$279.30
Orders,Carrot Bulk - lb,2026,33,4,$9.80
Markets,Celery - bu,2026,33,39,$195.00
Markets,Celery - bu,2026,33,50,$250.00
Markets,Chard - bu,2026,33,39,$195.00
Markets,Cilantro - bu,2026,33,110,$440.00
Markets,Collards - bu,2026,33,50,$250.00
Orders,Collards - bu,2026,33,42,$147.00
Markets,Cucumber - lb,2026,33,24,$84.00
Markets,Cucumber - lb,2026,33,131.4,$459.90
Orders,Cucumber - lb,2026,33,13,$31.85
Markets,Cucumber Katrina - lb,2026,33,100.5,$452.25
Orders,Cucumber Katrina - lb,2026,33,6,$18.90
Markets,Cucumber Persian - lb,2026,33,19.7,$0.00
Markets,Cucumber Pickling - lb,2026,33,181.25,$634.38
Markets,Cucumber Pickling - lb,2026,33,132.4,$463.40
Orders,Cucumber Pickling - lb,2026,33,15,$36.75
Markets,Dandelion - bu,2026,33,40,$200.00
Markets,Dandelion - bu,2026,33,30,$150.00
Orders,Dandelion - bu,2026,33,30,$105.00
Markets,Dill - bu,2026,33,60,$240.00
Markets,Eggplant Asian - lb,2026,33,25,$125.00
Markets,Eggplant Asian - lb,2026,33,13.6,$68.00
Markets,Eggplant Italian Black - lb,2026,33,18.2,$91.00
Markets,Eggplant Italian Black - lb,2026,33,13.7,$68.50
Markets,Eggplant Italian Striped - lb,2026,33,187.4,$937.00
Markets,Eggplant Italian Striped - lb,2026,33,43,$215.00
Markets,Eggplant Mini - Pt,2026,33,91,$546.00
Markets,Eggplant Mini - Pt,2026,33,25,$150.00
Markets,Eggplant Mini - Qt,2026,33,16,$176.00
Markets,Garlic - lb,2026,33,15.7,$251.20
Markets,Kale Curly - bu,2026,33,51,$255.00
Orders,Kale Curly - bu,2026,33,11,$38.50
Markets,Kale Lacinato - bu,2026,33,96,$480.00
Orders,Kale Lacinato - bu,2026,33,4,$14.00
Markets,Lettuce Mini Gem - ea,2026,33,96,$288.00
Markets,Okra - Pt,2026,33,25,$150.00
Markets,Onion Spring - bu,2026,33,85,$425.00
Markets,Parsley - bu,2026,33,80,$320.00
Markets,Parsley - bu,2026,33,83,$332.00
Markets,Pepper Carmen - lb,2026,33,21.5,$107.50
Markets,Pepper Hot - ea,2026,33,127,$127.00
Markets,Pepper Hot - ea,2026,33,10,$10.00
Markets,Pepper Shishito - Pt,2026,33,38,$228.00
Markets,Pepper Shishito - Pt,2026,33,40,$240.00
Markets,Pepper Shishito - Qt,2026,33,68,$748.00
Markets,Pepper Shishito - Qt,2026,33,29,$319.00
Markets,Salad Mix - 1/3 lb,2026,33,31,$217.00
Markets,Salad Mix - 2/3 lb ,2026,33,51,$714.00
Markets,Scallion - bu,2026,33,94,$376.00
Orders,Scallion - bu,2026,33,2,$5.60
Markets,Tomato Cherry Mix - Pt,2026,33,100,$700.00
Markets,Tomato Cherry Mix - Pt,2026,33,162,"$1,134.00"
Orders,Tomato Cherry Mix - Pt,2026,33,131,$641.90
Markets,Tomato Cherry Sungold - pt,2026,33,100,$700.00
Markets,Tomato Cherry Sungold - pt,2026,33,144,"$1,008.00"
Orders,Tomato Cherry Sungold - pt,2026,33,69,$338.10
Markets,Tomato Heirloom - lb,2026,33,100,$500.00
Markets,Tomato Heirloom - lb,2026,33,140.5,$702.50
Markets,Zucchini Green - lb,2026,33,100.4,$351.40
Orders,Zucchini Green - lb,2026,33,2,$4.90
Markets,Zucchini Striped - lb,2026,33,9.2,$32.20
Markets,Zucchini Yellow - lb,2026,33,58.3,$204.05
Markets,Arugula - 2/3 lb ,2026,34,15,$210.00
Markets,Basil - bu,2026,34,120,$480.00
Markets,Basil - bu,2026,34,100,$400.00
Orders,Basil - bu,2026,34,12,$33.60
Markets,Beets Golden - bu,2026,34,35,$175.00
Markets,Beets Golden - bu,2026,34,70,$350.00
Markets,Beets Red - bu,2026,34,35,$175.00
Markets,Beets Red - bu,2026,34,50,$250.00
Markets,Cabbage Cone - lb,2026,34,74.4,$186.00
Markets,Cabbage Cone - lb,2026,34,50,$125.00
Markets,Cabbage Flat - lb,2026,34,60,$150.00
Markets,Cabbage Flat - lb,2026,34,29,$72.50
Orders,Cabbage Flat - lb,2026,34,22,$38.50
Markets,Cabbage Red - lb,2026,34,45,$112.50
Markets,Cabbage Savoy - lb,2026,34,25,$62.50
Orders,Cabbage Savoy - lb,2026,34,23,$40.25
Markets,Carrot Bulk - lb,2026,34,31.5,$110.25
Orders,Carrot Bulk - lb,2026,34,1,$2.45
Markets,Celery - bu,2026,34,50,$250.00
Markets,Chard - bu,2026,34,38,$190.00
Orders,Chard - bu,2026,34,2,$7.00
Markets,Cilantro - bu,2026,34,110,$440.00
Markets,Collards - bu,2026,34,50,$250.00
Orders,Collards - bu,2026,34,3,$10.50
Markets,Cucumber - lb,2026,34,55.65,$194.78
Markets,Cucumber - lb,2026,34,142.5,$498.75
Orders,Cucumber - lb,2026,34,12,$29.40
Markets,Cucumber Katrina - lb,2026,34,43.9,$197.55
Orders,Cucumber Katrina - lb,2026,34,24,$75.60
Markets,Cucumber Persian - lb,2026,34,38.15,$0.00
Markets,Cucumber Pickling - lb,2026,34,153,$535.50
Markets,Cucumber Pickling - lb,2026,34,103.9,$363.65
Orders,Cucumber Pickling - lb,2026,34,19,$46.55
Markets,Dandelion - bu,2026,34,40,$200.00
Markets,Dandelion - bu,2026,34,28,$140.00
Orders,Dandelion - bu,2026,34,16,$56.00
Markets,Eggplant Asian - lb,2026,34,25,$125.00
Markets,Eggplant Asian - lb,2026,34,10.8,$54.00
Markets,Eggplant Italian Black - lb,2026,34,34.25,$171.25
Markets,Eggplant Italian Black - lb,2026,34,28.05,$140.25
Markets,Eggplant Italian Striped - lb,2026,34,190.24,$951.20
Markets,Eggplant Italian Striped - lb,2026,34,77.8,$389.00
Markets,Eggplant Mini - Pt,2026,34,38,$228.00
Markets,Eggplant Mini - Pt,2026,34,47,$282.00
Markets,Eggplant Mini - Qt,2026,34,20,$220.00
Markets,Garlic - lb,2026,34,22.1,$353.60
Markets,Kale Curly - bu,2026,34,55,$275.00
Orders,Kale Curly - bu,2026,34,1,$3.50
Markets,Kale Lacinato - bu,2026,34,90,$450.00
Orders,Kale Lacinato - bu,2026,34,7,$24.50
Markets,Lettuce Mini Gem - ea,2026,34,11,$33.00
Markets,Okra - Pt,2026,34,25,$150.00
Markets,Onion Spring - bu,2026,34,31,$155.00
Markets,Parsley - bu,2026,34,80,$320.00
Markets,Parsley - bu,2026,34,95,$380.00
Orders,Parsley - bu,2026,34,16,$44.80
Markets,Pepper Carmen - lb,2026,34,70.72,$353.60
Markets,Pepper Carmen - lb,2026,34,58.9,$294.50
Markets,Pepper Hot - ea,2026,34,153,$153.00
Markets,Pepper Hot - ea,2026,34,107,$107.00
Markets,Pepper Shishito - Pt,2026,34,38,$228.00
Markets,Pepper Shishito - Pt,2026,34,55,$330.00
Markets,Pepper Shishito - Qt,2026,34,35,$385.00
Markets,Pepper Shishito - Qt,2026,34,31,$341.00
Markets,Potato Red - lb,2026,34,121,$423.50
Markets,Potato Red - lb,2026,34,165.9,$580.65
Markets,Radish French Breakfast - bu,2026,34,51,$204.00
Markets,Scallion - bu,2026,34,73,$292.00
Orders,Scallion - bu,2026,34,4,$11.20
Markets,Tomato Cherry Mix - Pt,2026,34,100,$700.00
Markets,Tomato Cherry Mix - Pt,2026,34,48,$336.00
Orders,Tomato Cherry Mix - Pt,2026,34,71,$347.90
Markets,Tomato Cherry Sungold - pt,2026,34,100,$700.00
Markets,Tomato Cherry Sungold - pt,2026,34,58,$406.00
Orders,Tomato Cherry Sungold - pt,2026,34,72,$352.80
Markets,Tomato Heirloom - lb,2026,34,100,$500.00
Markets,Tomato Heirloom - lb,2026,34,97.7,$488.50
Markets,Winter Squash Acorn - lb,2026,34,117,$468.00
Markets,Arugula - 2/3 lb ,2026,35,15,$210.00
Markets,Basil - bu,2026,35,120,$480.00
Markets,Basil - bu,2026,35,100,$400.00
Orders,Basil - bu,2026,35,1,$2.80
Markets,Beets Golden - bu,2026,35,35,$175.00
Markets,Beets Golden - bu,2026,35,70,$350.00
Markets,Beets Red - bu,2026,35,35,$175.00
Markets,Beets Red - bu,2026,35,50,$250.00
Markets,Bitter Melon - lb,2026,35,17,$85.00
Markets,Cabbage Cone - lb,2026,35,76.4,$191.00
Markets,Cabbage Cone - lb,2026,35,50,$125.00
Markets,Cabbage Flat - lb,2026,35,60,$150.00
Markets,Cabbage Flat - lb,2026,35,29,$72.50
Markets,Cabbage Red - lb,2026,35,45,$112.50
Orders,Cabbage Red - lb,2026,35,5,$8.75
Markets,Cabbage Savoy - lb,2026,35,25,$62.50
Markets,Carrot - bu,2026,35,175,"$1,050.00"
Markets,Celery - bu,2026,35,50,$250.00
Markets,Chard - bu,2026,35,54,$270.00
Orders,Chard - bu,2026,35,10,$35.00
Markets,Cilantro - bu,2026,35,110,$440.00
Markets,Collards - bu,2026,35,50,$250.00
Markets,Cucumber - lb,2026,35,100,$350.00
Markets,Cucumber - lb,2026,35,192,$672.00
Orders,Cucumber - lb,2026,35,11,$26.95
Markets,Cucumber Katrina - lb,2026,35,31.4,$141.30
Markets,Cucumber Persian - lb,2026,35,20.25,$0.00
Markets,Cucumber Pickling - lb,2026,35,119,$416.50
Markets,Cucumber Pickling - lb,2026,35,105.25,$368.38
Orders,Cucumber Pickling - lb,2026,35,6,$14.70
Markets,Dandelion - bu,2026,35,40,$200.00
Markets,Dandelion - bu,2026,35,35,$175.00
Orders,Dandelion - bu,2026,35,2,$7.00
Markets,Eggplant Asian - lb,2026,35,25,$125.00
Markets,Eggplant Asian - lb,2026,35,12.6,$63.00
Markets,Eggplant Italian Black - lb,2026,35,37,$185.00
Markets,Eggplant Italian Black - lb,2026,35,36.25,$181.25
Markets,Eggplant Italian Striped - lb,2026,35,153.1,$765.50
Markets,Eggplant Italian Striped - lb,2026,35,80,$400.00
Markets,Eggplant Mini - Pt,2026,35,21,$126.00
Markets,Eggplant Mini - Pt,2026,35,49,$294.00
Markets,Eggplant Mini - Qt,2026,35,18,$198.00
Markets,Eggplant Mini - Qt,2026,35,32,$352.00
Markets,Garlic - lb,2026,35,20.1,$321.60
Markets,Kale Curly - bu,2026,35,64,$320.00
Orders,Kale Curly - bu,2026,35,7,$24.50
Markets,Kale Lacinato - bu,2026,35,94,$470.00
Orders,Kale Lacinato - bu,2026,35,10,$35.00
Markets,Okra - Pt,2026,35,25,$150.00
Markets,Parsley - bu,2026,35,80,$320.00
Markets,Parsley - bu,2026,35,111,$444.00
Orders,Parsley - bu,2026,35,2,$5.60
Markets,Pepper Carmen - lb,2026,35,99.7,$498.50
Markets,Pepper Carmen - lb,2026,35,181,$905.00
Markets,Pepper Hot - ea,2026,35,335,$335.00
Markets,Pepper Hot - ea,2026,35,21,$21.00
Markets,Pepper Shishito - Pt,2026,35,2,$12.00
Markets,Pepper Shishito - Pt,2026,35,52,$312.00
