Planting ID,Walk Date,Condition,Yield Adjust %,Notes,Crop // Variety,Block,Bed,Plan Field Year,Plan Field Week
,2024-09-18,Good,100,,Chard // Bright Lights,HT4,5,2024,38
,2024-09-18,Good,100,,Chard // Bright Lights,HT4,6,2024,38
,2024-09-18,Good,100,,Cilantro // Calypso,JSS,3,2024,38
,2024-09-25,Good,100,,Scallion // Nabechan,CAT2,2,2024,39
,2024-09-25,Good,100,,Spinach // Kolibri,HT4,1,2024,39
,2024-09-25,Good,100,,Spinach // Kolibri,HT4,2,2024,39
,2024-09-25,Good,100,,Spinach // Kolibri,HT4,3,2024,39
,2024-10-02,Good,100,,Lettuce Mini Gem // Rosaine,HT2,8,2024,40
,2024-10-02,Good,100,,Lettuce Mix SN // Green Inscised SN,HT2,7,2024,40
,2024-10-02,Good,100,,Lettuce Mix SN // Green Sweet Crisp,HT2,6,2024,40
,2024-10-09,Good,100,,Scallion // Nabechan,CAT2,1,2024,42
,2024-10-16,Good,100,,Spinach // Kolibri,HT4,8,2024,43
,2024-10-16,Good,100,,Spinach // Kolibri,HT4,7,2024,43
,2024-10-16,Good,100,,Spinach // Kolibri,HT4,6,2024,43
,2024-11-13,Good,100,,Arugula // Astro,HT3,8,2024,46
,2024-11-13,Good,100,,Greens Mix Cheap Frills // Cheap Frills,HT3,8,2024,46
,2024-06-01,Good,100,2024 Bulk Harvest,Radicchio Round // Indigo,A2,20,2024,NA
,2024-06-01,Good,100,2024 Bulk Harvest,Sweet Potato Murasaki // Murasaki,A3,1,2024,NA
,2024-06-01,Good,100,2024 Bulk Harvest,Cabbage Cone Storage // Murdoc,B3,1,2024,NA
,2024-06-01,Good,100,2024 Bulk Harvest,Cabbage Red // Omero,B3,2,2024,NA
,2024-06-01,Good,100,2024 Bulk Harvest,Cabbage Savoy // Famosa,B3,3,2024,NA
,2024-06-01,Good,100,2024 Bulk Harvest,Cabbage Green Storage // Storage No. 4,B3,4,2024,NA
,2024-06-01,Good,100,2024 Bulk Harvest,Potato Yellow // Satina,C1,1,2024,NA
,2024-06-01,Good,100,2024 Bulk Harvest,Carrot Bulk // Bolero,D3,11,2024,NA
,2024-06-01,Good,100,2024 Bulk Harvest,Radish Daikon Bulk // Artesia,E1,20,2024,NA
,2024-06-01,Good,100,2024 Bulk Harvest,Turnip Bulk // Purple Top,E1,19,2024,NA
,2024-06-01,Good,100,2024 Bulk Harvest,Sweet Potato Covington // Covington,A3,2,2024,NA
,2024-06-01,Good,100,2024 Bulk Harvest,Winter Squash Koginut // Koginut,A3,3,2024,NA
,2024-06-01,Good,100,2024 Bulk Harvest,Winter Squash Kabocha // Tetsukabuto,A3,4,2024,NA
,2024-06-01,Good,100,2024 Bulk Harvest,Potato White // Kennebec,C1,10,2024,NA
,2025-08-13,Good,100,,Radish Daikon Bulk // Red Meat,Y1,4,2025,32
,2025-08-18,Good,100,,Arugula // Astro,A3,25,2025,33
,2025-08-18,Good,100,,Greens Mix Baby Kale // Red Russian Kale,A3,25,2025,33
,2025-08-18,Good,100,,Greens Mix Cheap Frills // Cheap Frills,A3,25,2025,33
,2025-08-18,Good,100,,Greens Mix Rosie // Rosie,A3,25,2025,33
,2025-08-18,Good,100,,Radish French Breakfast // French Breakfast,A3,26,2025,33
,2025-08-18,Good,100,,Radish Purple // Bacchus,A3,26,2025,33
,2025-08-18,Good,100,,Radish Red // Sora,A3,27,2025,33
,2025-08-14,Good,100,,Scallion // Parade,B3,28,2025,33
,2025-08-12,Good,100,,Beets Bulk Golden // Yellow Sunrise,C3,26,2025,33
,2025-08-12,Good,100,"S row Boldor, N row Surise",Beets Bulk Golden // Yellow Sunrise,C3,27,2025,33
,2025-08-12,Good,100,S row W 1/2 is Red Ace,Beets Bulk Red // Boro F1,C3,28,2025,33
,2025-08-12,Good,100,"Plan was Boro, ran out of seed, seeded Red Ace",Beets Red // Red Ace F1,C3,29,2025,33
,2025-01-01,Good,100,Cancel,Lettuce Head // Alkindus,D1,22,2025,33
,2025-01-01,Good,100,Cancel,Lettuce Head // Monte Carlo,D1,22,2025,33
,2025-01-01,Good,100,Cancel,Lettuce Head // Queen of Hearts,D1,22,2025,33
,2025-01-01,Good,100,Cancel,Lettuce Head // Truchas,D1,22,2025,33
,2025-01-01,Good,100,Cancel,Greens Mix Baby Kale // Red Russian Kale,A3,27,2025,34
,2025-01-01,Good,100,Cancel,Greens Mix Cheap Frills // Cheap Frills,A3,27,2025,34
,2025-01-01,Good,100,Cancel,Greens Mix Rosie // Rosie,A3,27,2025,34
,2025-01-01,Good,100,Cancel,Cilantro // Cruiser,B3,29,2025,34
,2025-08-22,Good,100,,Broccolini // Burgundy,C2,21,2025,34
,2025-08-22,Good,100,,Broccolini // Burgundy,C2,22,2025,34
,2025-08-22,Good,100,,Broccolini // Burgundy,C2,23,2025,34
,2025-08-22,Good,100,,Chard // Bright Lights,C2,24,2025,34
,2025-08-22,Good,100,,Kale Lacinato // Ebony,C2,25,2025,34
,2025-08-22,Good,100,,Kale Lacinato // Ebony,C2,26,2025,34
,2025-08-22,Good,100,,Kale Lacinato // Ebony,C2,27,2025,34
,2025-08-22,Good,100,,Kale Lacinato // Ebony,C2,28,2025,34
,2025-09-04,Good,100,1 bed in C2,Lettuce Mix SN // (Spring/Fall) Prismatic + Butters,C2,27,2025,34
,2025-01-01,Good,100,Cancel,Turnip // Hakurei,D1,26,2025,34
,2025-01-01,Good,100,Cancel,Bok Choy // Little Shanghai,E1,27,2025,34
,2025-09-03,Good,100,,Arugula // Astro,A3,28,2025,35
,2025-01-01,Good,100,Cancel,Greens Mix Baby Kale // Red Russian Kale,A3,28,2025,35
,2025-01-01,Good,100,Cancel,Greens Mix Cheap Frills // Cheap Frills,A3,28,2025,35
,2025-01-01,Good,100,Cancel,Greens Mix Rosie // Rosie,A3,28,2025,35
,2025-09-03,Good,100,,Radish French Breakfast // French Breakfast,A3,29,2025,35
,2025-09-03,Good,100,,Radish Purple // Bacchus,A3,29,2025,35
,2025-01-01,Good,100,Cancel,Radish Red // Sora,A3,30,2025,35
,2025-01-01,Good,100,Cancel,Cilantro // Cruiser,B3,30,2025,35
,2025-09-10,Good,100,,Dandelion // Clio,CAT3,1,2025,36
,2025-09-10,Good,100,,Dandelion // Clio,CAT3,2,2025,36
,2025-09-10,Good,100,,Lettuce Mix SN // (Winter) Prismatic + Batavian,CAT3,3,2025,36
,2025-09-15,Good,100,,Chard // Bright Lights,HT1,1,2025,36
,2025-09-15,Good,100,,Chard // Bright Lights,HT1,2,2025,36
,2025-09-15,Good,100,,Chard // Bright Lights,HT1,3,2025,36
,2025-09-15,Good,100,,Chard // Bright Lights,HT1,4,2025,36
,2025-09-16,Good,100,,Scallion // Parade,HT1,5,2025,36
,2025-09-16,Good,100,,Bok Choy // Little Shanghai,HT2,1,2025,36
,2025-09-16,Good,100,planted 25' of mizuna,Mustard // Miike Giant,HT2,7,2025,36
,2025-09-03,Good,100,,Greens Mix Baby Kale // Red Russian Kale,A3,30,2025,36
,2025-09-03,Good,100,,Greens Mix Cheap Frills // Cheap Frills,A3,30,2025,36
,2025-09-03,Good,100,,Greens Mix Rosie // Rosie,A3,30,2025,36
,2025-09-04,Good,100,2 beds in C2,Lettuce Mix SN // (Spring/Fall) Prismatic + Butters,C2,28,2025,36
,2025-09-04,Good,100,,Kale Lacinato // Ebony,HT5,6,2025,36
,2025-09-04,Good,100,,Kale Lacinato // Ebony,HT5,7,2025,36
,2025-09-04,Good,100,,Kale Lacinato // Ebony,HT5,8,2025,36
,2025-09-04,Good,100,,Kale Lacinato // Ebony,HT5,1,2025,36
,2025-09-04,Good,100,,Kale Lacinato // Ebony,HT5,2,2025,36
,2025-09-04,Good,100,,Kale Lacinato // Ebony,HT5,3,2025,36
,2025-09-04,Good,100,,Kale Lacinato // Ebony,HT5,4,2025,36
,2025-09-04,Good,100,,Kale Lacinato // Ebony,HT5,5,2025,36
,2025-09-16,Good,100,,Bok Choy // Little Shanghai,HT2,1,2025,37
,2025-09-22,Good,100,,Arugula Wild // Bellezia,CAT1,1,2025,38
,2025-09-22,Good,100,,Arugula Wild // Bellezia,CAT1,2,2025,38
,2025-09-22,Good,100,,Arugula Wild // Bellezia,CAT1,3,2025,38
,2025-09-16,Good,100,,Scallion // Parade,HT1,6,2025,38
,2025-10-08,Good,100,,Bok Choy // Little Shanghai,HT2,2,2025,38
,2025-09-18,Good,100,short 10',Mustard // Miike Giant,HT2,8,2025,38
,2025-09-22,Good,100,PP trays were spotty due to damping off (8/20 seeding),Spinach // Kolibri,HT3,1,2025,38
,2025-09-22,Good,100,PP trays were spotty due to damping off (8/20 seeding),Spinach // Kolibri,HT3,2,2025,38
,2025-09-22,Good,100,from 9/5 seeding,Spinach // Kolibri,HT3,3,2025,38
,2025-09-24,Good,100,DS Kolibiri - PP trays of other types un-usable due to damping off,Spinach // Kolibri,HT3,4,2025,38
,2025-09-24,Good,100,DS Kolibiri - PP trays of other types un-usable due to damping off,Spinach // Kolibri,HT3,5,2025,38
,2025-09-24,Good,100,DS Kolibiri - PP trays of other types un-usable due to damping off,Spinach // Kolibri,HT3,6,2025,38
,2025-09-26,Good,100,,Kale Russian // Siberian,HT4,6,2025,38
,2025-09-26,Good,100,,Kale Russian // Siberian,HT4,7,2025,38
,2025-09-26,Good,100,,Kale Russian // Siberian,HT4,3,2025,38
,2025-10-03,Good,100,,Lettuce Mix SN // (Winter) Prismatic + Batavian,HT4,4,2025,38
,2025-10-08,Good,100,,Bok Choy // Little Shanghai,HT2,2,2025,39
,2025-10-03,Good,100,,Lettuce Mix SN // (Winter) Prismatic + Batavian,HT4,5,2025,39
,2025-10-20,Good,100,,Arugula // Astro,JSS,1,2025,39
,2025-10-20,Good,100,,Greens Mix Cheap Frills // Cheap Frills,JSS,1,2025,39
,2025-10-08,Good,100,,Scallion // Parade,HT1,7,2025,40
,2025-01-01,Good,100,Cancel,Bok Choy // Little Shanghai,HT2,3,2025,40
,2025-01-01,Good,100,Cancel,Spinach // Kolibri,HT3,5,2025,40
,2025-01-01,Good,100,Cancel,Spinach // Kolibri,HT3,6,2025,40
,2025-09-26,Good,100,West side,Spinach // Rangitoto,HT3,7,2025,40
,2025-01-01,Good,100,Cancel,Spinach // Space,HT3,7,2025,40
,2025-09-26,Good,100,"3 N rows Sunangel, S row Rangitoto to W, Tarisier E",Spinach // Sunangel,HT3,8,2025,40
,2025-09-26,Good,100,East side,Spinach // Tarsier,HT3,7,2025,40
,2025-10-13,Good,100,,Lettuce Mix SN // (Winter) Prismatic + Batavian,HT4,6,2025,40
,2025-10-20,Good,100,,Bok Choy // Little Shanghai,HT2,3,2025,41
,2025-10-13,Good,100,,Lettuce Mix SN // (Winter) Prismatic + Batavian,HT4,7,2025,41
,2025-10-20,Good,100,Date is approximate,Arugula // Astro,JSS,2,2025,41
,2025-10-20,Good,100,Date is approximate,Greens Mix Cheap Frills // Cheap Frills,JSS,2,2025,41
,2025-10-20,Good,100,Date is approximate,Scallion // Parade,HT1,8,2025,42
,2025-10-20,Good,100,Date is approximate,Bok Choy // Little Shanghai,HT2,4,2025,42
,2025-10-20,Good,100,Date is approximate,Lettuce Mix SN // (Winter) Prismatic + Batavian,HT4,8,2025,42
,2025-10-20,Good,100,Date is approximate,Bok Choy // Little Shanghai,HT2,4,2025,43
,2025-11-04,Good,100,Date is approximate,Arugula // Astro,JSS,3,2025,43
,2025-11-04,Good,100,Date is approximate,Greens Mix Cheap Frills // Cheap Frills,JSS,3,2025,43
,2025-11-04,Good,100,"Date is approximate / assorted choy varieties, used best plants.",Bok Choy // Bopak,HT2,5,2025,44
,2025-11-04,Good,100,"Date is approximate / assorted choy varieties, used best plants.",Bok Choy // Bopak,HT2,5,2025,45
,2025-11-04,Good,100,"Date is approximate / assorted choy varieties, used best plants.",Bok Choy // Bopak,HT2,6,2025,46
,2025-11-04,Good,100,"Date is approximate / assorted choy varieties, used best plants.",Bok Choy // Bopak,HT2,6,2025,47
,,Good,100,,Greens Mix Baby Kale // Red Russian Kale,CAT2,3,2026,10
,,Good,100,,Greens Mix Cheap Frills // Cheap Frills,CAT3,3,2026,10
,,Good,100,,Radish French Breakfast // French Breakfast,CAT2,2,2026,10
,,Good,100,,Radish Purple // Bacchus,CAT2,1,2026,10
,2026-02-25,Good,100,,Arugula // Astro,HT2,3,2026,8
,2026-02-24,Good,100,,Greens Mix Baby Kale // Red Russian Kale,HT2,4,2026,8
,2026-02-24,Good,100,,Greens Mix Cheap Frills // Cheap Frills,HT2,3,2026,8
,,Good,100,,Greens Mix Cheap Frills // Cheap Frills,HT2,4,2026,9
,,Good,100,,Arugula // Astro,HT2,5,2026,10
,2026-03-31,Good,100,,Garlic // German White,B3,28,2026,12
,2026-03-31,Good,100,,Garlic // German White,B3,27,2026,12
,2026-03-31,Good,100,E side,Garlic // Hardneck - Em,B3,30,2026,12
,2026-03-31,Good,100,E side,Garlic // Hardneck - Em,B3,29,2026,12
,2026-03-31,Good,100,,Garlic // Music,B3,29,2026,12
,2026-03-31,Good,100,W side,Garlic // Music,B3,28,2026,12
,2026-03-31,Good,100,W side,Garlic // Softneck - Em,B3,30,2026,12
,,Good,100,,Pea Shelling // PLS595,HT4,2,2026,12
,,Good,100,,Pea Shelling // PLS595,HT4,1,2026,12
,2026-04-15,Good,100,3.3#/bed. soaked 1 day. drained/seeded day 3,Pea Snap // Super Sugar Snap,JSS,1,2026,12
,2026-04-15,Good,100,3.3#/bed. soaked 1 day. drained/seeded day 3,Pea Snap // Super Sugar Snap,JSS,2,2026,12
,2026-04-15,Good,100,3.3#/bed. soaked 1 day. drained/seeded day 3,Pea Snap // Super Sugar Snap,JSS,3,2026,12
,2026-04-15,Good,100,3.3#/bed. soaked 1 day. drained/seeded day 3,Pea Snap // Sweet Gem,CAT4,1,2026,12
,2026-04-15,Good,100,3.3#/bed. soaked 1 day. drained/seeded day 3,Pea Snap // Sweet Gem,CAT4,2,2026,12
,2026-04-15,Good,100,3.3#/bed. soaked 1 day. drained/seeded day 3,Pea Snap // Sweet Gem,CAT4,3,2026,12
,2026-04-01,Good,100,,Arugula // Astro,B1,1,2026,14
,2026-04-01,Good,100,,Frisee // Curlesi,B1,2,2026,14
,2026-04-01,Good,100,,Greens Mix Baby Kale // Red Russian Kale,B1,3,2026,14
,2026-04-01,Good,100,,Greens Mix Cheap Frills // Cheap Frills,B1,3,2026,14
,2026-04-01,Good,100,,Lettuce Head // Alkindus,B1,4,2026,14
,2026-04-01,Good,100,last 20' Rosaine,Lettuce Mini Gem // Gatsbi,B1,4,2026,14
,2026-04-01,Good,100,,Lettuce Mini Gem // Rosaine,B1,5,2026,14
,2026-04-01,Good,100,,Lettuce Mix SN // (Spring/Fall) Prismatic + Butters,B1,6,2026,14
,2026-04-01,Good,100,,Lettuce Mix SN // (Spring/Fall) Prismatic + Butters,B1,7,2026,14
,2026-04-01,Good,100,,Radish French Breakfast // French Breakfast,B1,8,2026,14
,2026-04-01,Good,100,,Radish Purple // Bacchus,B1,9,2026,14
,2026-04-01,Good,100,,Radish Red // Sora,B1,10,2026,14
,2026-04-10,Good,100,,Arugula // Astro,B1,11,2026,15
,2026-04-10,Good,100,,Cilantro // Cruiser,C3,1,2026,15
,2026-04-10,Good,100,,Greens Mix Baby Kale // Red Russian Kale,B1,12,2026,15
,2026-04-10,Good,100,,Greens Mix Cheap Frills // Cheap Frills,B1,12,2026,15
,2026-04-10,Good,100,came out a little light,Radish French Breakfast // French Breakfast,B1,13,2026,15
,2026-04-10,Good,100,,Radish Purple // Bacchus,B1,14,2026,15
,2026-04-10,Good,100,,Radish Red // Sora,B1,15,2026,15
,2026-04-10,Good,100,,Scallion // Parade,C3,2,2026,15
,2026-04-17,Good,100,,Arugula // Astro,B1,16,2026,16
,2026-04-14,Good,100,,Bok Choy // Li Ren Choi,B1,16,2026,16
,2026-04-14,Good,100,,Bok Choy // Li Ren Choi,B1,17,2026,16
,,Good,100,,Broccolini // BC1611,E2,1,2026,16
,,Good,100,,Broccolini // BC1611,E2,2,2026,16
,,Good,100,,Broccolini // BC1611,E2,3,2026,16
,2026-04-17,Good,100,,Chard // Bright Lights,D3,1,2026,16
,2026-04-17,Good,100,,Collards // Flash,D3,5,2026,16
,2026-04-14,Good,100,filled in with fennel,Dandelion // Clio,B2,1,2026,16
,2026-01-01,Good,100,CANCEL plants died,Escarole // Eros,B2,2,2026,16
,2026-04-14,Good,100,,Fennel // Orazio,B2,2,2026,16
,2026-04-17,Good,100,,Greens Mix Baby Kale // Red Russian Kale,B1,19,2026,16
,2026-04-17,Good,100,,Greens Mix Cheap Frills // Cheap Frills,B1,19,2026,16
,2026-04-17,Good,100,,Kale Curly // Winterbor,D3,5,2026,16
,2026-01-01,Good,100,CANCEL plants died,Kale Curly // Winterbor,D3,4,2026,16
,2026-04-17,Good,100,,Kale Lacinato // Ebony,D3,2,2026,16
,2026-04-17,Good,100,,Kale Lacinato // Ebony,D3,3,2026,16
,2026-04-17,Good,100,,Kale Lacinato // Ebony,D3,4,2026,16
,2026-01-01,Good,100,CANCEL,Kale Lacinato // Ebony,D3,8,2026,16
,2026-04-13,Good,100,,Lettuce Head // Alkindus,B2,3,2026,16
,2026-04-13,Good,100,,Lettuce Mini Gem // Gatsbi,B2,3,2026,16
,2026-04-13,Good,100,,Lettuce Mini Gem // Rosaine,B2,3,2026,16
,2026-04-13,Good,100,,Lettuce Mix SN // (Spring/Fall) Prismatic + Butters,B2,4,2026,16
,2026-04-13,Good,100,,Parsley // Giant of Italy,C3,4,2026,16
,,Good,100,delayed til week 17,Radicchio Round // Indigo,B2,6,2026,16
,,Good,100,delayed til week 17,Radicchio Variegated // Giorgine,B2,7,2026,16
,2026-04-17,Good,100,,Radish French Breakfast // French Breakfast,B1,20,2026,16
,2026-04-17,Good,100,,Radish Purple // Bacchus,B1,21,2026,16
,2026-04-17,Good,100,,Radish Red // Sora,B1,22,2026,16
,,Good,100,,Scallion // Parade,C3,4,2026,16
,,Good,100,,Zucchini Green // Noche,C1,1,2026,16
,,Good,100,,Zucchini Green // Noche,C1,2,2026,16
,,Good,100,,Arugula // Astro,B1,23,2026,17
,,Good,100,,Cabbage Chinese // Minuet,E2,4,2026,17
,,Good,100,,Cabbage Chinese // Minuet,E2,5,2026,17
,,Good,100,,Cabbage Savoy // Alcosa,E2,6,2026,17
,,Good,100,,Cauliflower Sprouting // Song,E2,7,2026,17
,,Good,100,,Cauliflower Sprouting // Song,E2,8,2026,17
,,Good,100,,Frisee // Curlesi,B1,28,2026,17
,,Good,100,,Greens Mix Baby Kale // Red Russian Kale,B1,24,2026,17
,,Good,100,,Greens Mix Cheap Frills // Cheap Frills,B1,24,2026,17
,,Good,100,,Lettuce Mix SN // (Spring/Fall) Prismatic + Butters,B2,8,2026,17
,,Good,100,,Radish French Breakfast // French Breakfast,B1,25,2026,17
,,Good,100,,Radish Purple // Bacchus,B1,26,2026,17
,,Good,100,,Radish Red // Sora,B1,27,2026,17
,,Good,100,,Scallion // Parade,C3,4,2026,17
,,Good,100,,Zucchini Green // Noche,C1,3,2026,17
,,Good,100,,Zucchini Green // Noche,C1,4,2026,17
,,Good,100,,Zucchini Green // Noche,C1,5,2026,17
,,Good,100,,Zucchini Green // Noche,C1,6,2026,17
,,Good,100,,Zucchini Striped // Pantheon,C1,7,2026,17
,,Good,100,,Zucchini Striped // Pantheon,C1,8,2026,17
,,Good,100,,Zucchini Yellow // Golden Glory,C1,9,2026,17
,,Good,100,,Zucchini Yellow // Golden Glory,C1,10,2026,17
,,Good,100,,Arugula // Astro,B1,29,2026,18
,,Good,100,,Beets Golden // Yellow Sunrise,D2,1,2026,18
,,Good,100,,Beets Golden // Yellow Sunrise,D2,2,2026,18
,,Good,100,,Beets Red // Red Ace F1,D2,3,2026,18
,,Good,100,,Bok Choy // Li Ren Choi,D1,1,2026,18
,,Good,100,,Broccolini // Bella Verde,E2,9,2026,18
,,Good,100,,Broccolini // Bella Verde,E2,10,2026,18
,,Good,100,,Broccolini // Happy Rich,E2,11,2026,18
,,Good,100,,Broccolini // Happy Rich,E2,12,2026,18
,,Good,100,,Broccolini // Happy Rich,E2,13,2026,18
,,Good,100,,Cauliflower Sprouting // Song,E2,14,2026,18
,,Good,100,,Cauliflower Sprouting // Song,E2,15,2026,18
,,Good,100,,Celery // merengo,C3,6,2026,18
,,Good,100,,Chard // Bright Lights,D3,9,2026,18
,,Good,100,,Chard // Bright Lights,D3,10,2026,18
,,Good,100,,Cilantro // Cruiser,C3,7,2026,18
,,Good,100,,Collards // Flash,D3,11,2026,18
,,Good,100,,Collards // Flash,D3,12,2026,18
,,Good,100,,Cucumber // Corinto,HT5,3,2026,18
,,Good,100,,Cucumber Katrina // Katrina,HT5,1,2026,18
,,Good,100,,Cucumber Katrina // Katrina,HT5,2,2026,18
,,Good,100,,Cucumber Pickling // Excelsior,HT5,4,2026,18
,,Good,100,,Escarole // Eliance,B2,9,2026,18
,,Good,100,,Greens Mix Baby Kale // Red Russian Kale,D1,2,2026,18
,,Good,100,,Greens Mix Cheap Frills // Cheap Frills,D1,2,2026,18
,,Good,100,,Kale Curly // Winterbor,D3,13,2026,18
,,Good,100,,Kale Curly // Winterbor,D3,14,2026,18
,,Good,100,,Kale Lacinato // Ebony,D3,15,2026,18
,,Good,100,,Kale Lacinato // Ebony,D3,16,2026,18
,,Good,100,,Kale Lacinato // Ebony,D3,17,2026,18
,,Good,100,,Kale Lacinato // Ebony,D3,18,2026,18
,,Good,100,,Lettuce Head // Alkindus,B2,10,2026,18
,,Good,100,,Lettuce Mini Gem // Gatsbi,B2,10,2026,18
,,Good,100,,Lettuce Mini Gem // Rosaine,B2,10,2026,18
,,Good,100,,Lettuce Mix SN // (Spring/Fall) Prismatic + Butters,B2,11,2026,18
,,Good,100,,Radish French Breakfast // French Breakfast,D1,2,2026,18
,,Good,100,,Radish Purple // Bacchus,D1,3,2026,18
,,Good,100,,Radish Red // Sora,D1,3,2026,18
,,Good,100,,Scallion // Parade,C3,5,2026,18
,,Good,100,,Arugula // Astro,D1,4,2026,19
,,Good,100,,Bean Snap TP // Nor'easter,HT4,6,2026,19
,,Good,100,,Bean Snap TP // Nor'easter,HT4,8,2026,19
,,Good,100,,Buckwheat // Standard,C3,15,2026,19
,,Good,100,,Buckwheat // Standard,C3,16,2026,19
,,Good,100,,Buckwheat // Standard,C3,17,2026,19
,,Good,100,,Buckwheat // Standard,C3,18,2026,19
,,Good,100,,Buckwheat // Standard,C3,19,2026,19
,,Good,100,,Buckwheat // Standard,C3,20,2026,19
,,Good,100,,Buckwheat // Standard,C3,21,2026,19
,,Good,100,,Buckwheat // Standard,C3,22,2026,19
,,Good,100,,Buckwheat // Standard,C3,23,2026,19
,,Good,100,,Buckwheat // Standard,C3,24,2026,19
,,Good,100,,Buckwheat // Standard,C3,25,2026,19
,,Good,100,,Buckwheat // Standard,C3,26,2026,19
,,Good,100,,Buckwheat // Standard,C3,27,2026,19
,,Good,100,,Buckwheat // Standard,C3,28,2026,19
,,Good,100,,Buckwheat // Standard,C3,29,2026,19
,,Good,100,,Buckwheat // Standard,C3,30,2026,19
,,Good,100,,Buckwheat // Standard,D1,15,2026,19
,,Good,100,,Buckwheat // Standard,D1,16,2026,19
,,Good,100,,Buckwheat // Standard,D1,17,2026,19
,,Good,100,,Buckwheat // Standard,D1,18,2026,19
,,Good,100,,Buckwheat // Standard,D1,19,2026,19
,,Good,100,,Buckwheat // Standard,D1,20,2026,19
,,Good,100,,Buckwheat // Standard,D1,21,2026,19
,,Good,100,,Buckwheat // Standard,D1,22,2026,19
,,Good,100,,Buckwheat // Standard,D1,23,2026,19
,,Good,100,,Buckwheat // Standard,D1,24,2026,19
,,Good,100,,Buckwheat // Standard,D1,25,2026,19
,,Good,100,,Buckwheat // Standard,D1,26,2026,19
,,Good,100,,Buckwheat // Standard,D1,27,2026,19
,,Good,100,,Buckwheat // Standard,D1,28,2026,19
,,Good,100,,Buckwheat // Standard,D1,29,2026,19
,,Good,100,,Buckwheat // Standard,D1,30,2026,19
,,Good,100,,Buckwheat // Standard,D2,7,2026,19
,,Good,100,,Buckwheat // Standard,D2,8,2026,19
,,Good,100,,Buckwheat // Standard,D2,9,2026,19
,,Good,100,,Buckwheat // Standard,D2,10,2026,19
,,Good,100,,Buckwheat // Standard,D2,11,2026,19
,,Good,100,,Buckwheat // Standard,D2,12,2026,19
,,Good,100,,Buckwheat // Standard,D2,13,2026,19
,,Good,100,,Buckwheat // Standard,D2,14,2026,19
,,Good,100,,Buckwheat // Standard,D2,15,2026,19
,,Good,100,,Buckwheat // Standard,D2,16,2026,19
,,Good,100,,Buckwheat // Standard,D2,17,2026,19
,,Good,100,,Buckwheat // Standard,D2,18,2026,19
,,Good,100,,Buckwheat // Standard,D2,19,2026,19
,,Good,100,,Buckwheat // Standard,D2,20,2026,19
,,Good,100,,Buckwheat // Standard,D2,21,2026,19
,,Good,100,,Buckwheat // Standard,D2,22,2026,19
,,Good,100,,Buckwheat // Standard,D2,23,2026,19
,,Good,100,,Buckwheat // Standard,D2,24,2026,19
,,Good,100,,Buckwheat // Standard,D2,25,2026,19
,,Good,100,,Buckwheat // Standard,D2,26,2026,19
,,Good,100,,Buckwheat // Standard,D2,27,2026,19
,,Good,100,,Buckwheat // Standard,D2,28,2026,19
,,Good,100,,Buckwheat // Standard,D2,29,2026,19
,,Good,100,,Buckwheat // Standard,D2,30,2026,19
,,Good,100,,Buckwheat // Standard,E1,1,2026,19
,,Good,100,,Buckwheat // Standard,E1,2,2026,19
,,Good,100,,Buckwheat // Standard,E1,3,2026,19
,,Good,100,,Buckwheat // Standard,E1,4,2026,19
,,Good,100,,Buckwheat // Standard,E1,5,2026,19
,,Good,100,,Buckwheat // Standard,E1,6,2026,19
,,Good,100,,Buckwheat // Standard,E1,7,2026,19
,,Good,100,,Buckwheat // Standard,E1,8,2026,19
,,Good,100,,Buckwheat // Standard,E1,9,2026,19
,,Good,100,,Buckwheat // Standard,E1,10,2026,19
,,Good,100,,Buckwheat // Standard,E1,11,2026,19
,,Good,100,,Buckwheat // Standard,E1,12,2026,19
,,Good,100,,Buckwheat // Standard,E1,13,2026,19
,,Good,100,,Buckwheat // Standard,E1,14,2026,19
,,Good,100,,Buckwheat // Standard,E1,15,2026,19
,,Good,100,,Buckwheat // Standard,E1,16,2026,19
,,Good,100,,Buckwheat // Standard,E1,17,2026,19
,,Good,100,,Buckwheat // Standard,E1,18,2026,19
,,Good,100,,Buckwheat // Standard,E1,19,2026,19
,,Good,100,,Buckwheat // Standard,E1,20,2026,19
,,Good,100,,Buckwheat // Standard,E1,21,2026,19
,,Good,100,,Buckwheat // Standard,E1,22,2026,19
,,Good,100,,Buckwheat // Standard,E1,23,2026,19
,,Good,100,,Buckwheat // Standard,E1,24,2026,19
,,Good,100,,Buckwheat // Standard,E1,25,2026,19
,,Good,100,,Cabbage Cone // Caraflex,E2,16,2026,19
,,Good,100,,Cabbage Cone // Caraflex,E2,17,2026,19
,,Good,100,,Cabbage Cone // Caraflex,E2,18,2026,19
,,Good,100,,Cabbage Red // Omero,E2,19,2026,19
,,Good,100,,Cabbage Red // Omero,E2,20,2026,19
,,Good,100,,Cabbage Red // Omero,X1,1,2026,19
,,Good,100,,Cabbage Red // Omero,X1,2,2026,19
,,Good,100,,Cabbage Red // Omero,X1,3,2026,19
,,Good,100,,Cabbage Savoy // Alcosa,X1,4,2026,19
,,Good,100,,Fennel // Orazio,B2,12,2026,19
,,Good,100,,Greens Mix Baby Kale // Red Russian Kale,D1,4,2026,19
,,Good,100,,Greens Mix Cheap Frills // Cheap Frills,D1,4,2026,19
,,Good,100,,Greens Mix Rosie // Rosie,D1,5,2026,19
